Node ID,Node Title,Centrality Authority/resource x resource,Centrality Betweenness/resource x resource,Centrality Betweenness/resource x resource/[unscaled],Clique Count/resource x resource,Centrality Closeness/resource x resource,Centrality Closeness/resource x resource/[unscaled],Density Clustering Coefficient/resource x resource,Centrality Eigenvector/resource x resource,Centrality Eigenvector/resource x resource/[unscaled],Centrality Eigenvector Per Component/resource x resource,Centrality Hub/resource x resource,Centrality In-Closeness/resource x resource,Centrality In-Closeness/resource x resource/[unscaled],Centrality In Degree/resource x resource,Centrality In Degree/resource x resource/[unscaled],Centrality Information/resource x resource,Centrality Information/resource x resource/[unscaled],Centrality Inverse Closeness/resource x resource,Centrality Inverse Closeness/resource x resource/[unscaled],Centrality Out Degree/resource x resource,Centrality Out Degree/resource x resource/[unscaled],Simmelian Ties/resource x resource,Simmelian Ties/resource x resource/[unscaled],Centrality Total Degree/resource x resource,Centrality Total Degree/resource x resource/[unscaled],Component Members Weak/resource x resource,
1077,joshferguson.blogspot.com,0.0008,0.0000,9.0599,3.0000,0.0019,0.0000,0.3600,0.0045,0.0032,0.0026,0.0073,0.0021,0.0000,0.0007,1.0000,0.0008,2.2084,0.2259,336.3354,0.0034,5.0000,0.0000,0.0000,0.0020,6.0000,1.0000,
1078,journals.aol.com/lily990016/pissoffliberals,0.0000,0.0000,0.0000,0.0000,0.0019,0.0000,0.0000,0.0013,0.0009,0.0008,0.0028,0.0007,0.0000,0.0000,0.0000,0.0005,1.3286,0.1179,175.5406,0.0013,2.0000,0.0000,0.0000,0.0007,2.0000,1.0000,
1079,journals.aol.com/mark24609/myblog,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0003,0.0002,0.0002,0.0007,0.0007,0.0000,0.0000,0.0000,0.0003,0.7983,0.0007,1.0000,0.0007,1.0000,0.0000,0.0000,0.0003,1.0000,1.0000,
1080,jperspective.com,0.0021,0.0000,30.0410,3.0000,0.0019,0.0000,0.2222,0.0027,0.0019,0.0016,0.0018,0.0021,0.0000,0.0027,4.0000,0.0006,1.7034,0.2021,300.8678,0.0020,3.0000,0.0000,0.0000,0.0023,7.0000,1.0000,
1081,jquinton.com,0.0428,0.0014,3096.2207,527.0000,0.0019,0.0000,0.1892,0.0393,0.0278,0.0228,0.0279,0.0021,0.0000,0.0329,49.0000,0.0012,3.3476,0.2533,377.1191,0.0148,22.0000,0.0054,8.0000,0.0238,71.0000,1.0000,
1082,jrogg.blogspot.com,0.0016,0.0003,562.3372,9.0000,0.0019,0.0000,0.1327,0.0043,0.0030,0.0025,0.0054,0.0021,0.0000,0.0013,2.0000,0.0011,3.0332,0.2124,316.3275,0.0087,13.0000,0.0000,0.0000,0.0050,15.0000,1.0000,
1083,juntoboys.blogspot.com,0.0000,0.0000,0.0000,8.0000,0.0019,0.0000,0.1700,0.0078,0.0055,0.0045,0.0139,0.0007,0.0000,0.0000,0.0000,0.0011,2.8357,0.1957,291.3270,0.0067,10.0000,0.0000,0.0000,0.0034,10.0000,1.0000,
1084,justalkin.us,0.0006,0.0000,0.3333,1.0000,0.0019,0.0000,0.1111,0.0019,0.0013,0.0011,0.0029,0.0021,0.0000,0.0007,1.0000,0.0005,1.3288,0.1787,266.0448,0.0013,2.0000,0.0000,0.0000,0.0010,3.0000,1.0000,
1085,kalblog.com,0.0031,0.0007,1448.0276,9.0000,0.0019,0.0000,0.1597,0.0154,0.0109,0.0089,0.0242,0.0021,0.0000,0.0027,4.0000,0.0011,2.8344,0.2613,389.1500,0.0067,10.0000,0.0000,0.0000,0.0047,14.0000,1.0000,
1086,kausfiles.com,0.0520,0.0000,0.0000,163.0000,0.0007,0.0000,0.1635,0.0410,0.0290,0.0238,0.0000,0.0021,0.0000,0.0349,52.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0175,52.0000,1.0000,
1087,keithy1028.bravejournal.com,0.0008,0.0000,0.0000,1.0000,0.0019,0.0000,0.5000,0.0013,0.0009,0.0008,0.0023,0.0021,0.0000,0.0007,1.0000,0.0005,1.3270,0.2148,319.8185,0.0013,2.0000,0.0000,0.0000,0.0010,3.0000,1.0000,
1088,kellipundit.blogspot.com,0.0034,0.0001,146.8437,36.0000,0.0019,0.0000,0.2500,0.0215,0.0152,0.0125,0.0354,0.0021,0.0000,0.0034,5.0000,0.0013,3.4376,0.2556,380.5359,0.0174,26.0000,0.0027,4.0000,0.0104,31.0000,1.0000,
1089,kenshepherd.blogspot.com,0.0014,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0007,0.0005,0.0004,0.0000,0.0021,0.0000,0.0007,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0003,1.0000,1.0000,
1090,kevincourser.blogspot.com,0.0008,0.0000,1.1473,1.0000,0.0019,0.0000,0.3333,0.0033,0.0023,0.0019,0.0043,0.0021,0.0000,0.0007,1.0000,0.0005,1.3286,0.1833,272.9851,0.0013,2.0000,0.0000,0.0000,0.0010,3.0000,1.0000,
1091,kimdutoit.com/dr/weblog.php,0.0187,0.0001,254.9044,253.0000,0.0019,0.0000,0.1823,0.0271,0.0191,0.0157,0.0280,0.0021,0.0000,0.0161,24.0000,0.0013,3.4325,0.2272,338.3110,0.0174,26.0000,0.0000,0.0000,0.0168,50.0000,1.0000,
1092,king-of-fools.com,0.0176,0.0002,380.2251,105.0000,0.0019,0.0000,0.2471,0.0193,0.0136,0.0112,0.0190,0.0021,0.0000,0.0141,21.0000,0.0012,3.3213,0.2366,352.3185,0.0141,21.0000,0.0067,10.0000,0.0141,42.0000,1.0000,
1093,kitchennetwork.blogspot.com,0.0030,0.0000,16.3956,11.0000,0.0019,0.0000,0.1901,0.0061,0.0043,0.0035,0.0068,0.0021,0.0000,0.0034,5.0000,0.0009,2.3847,0.1983,295.2340,0.0040,6.0000,0.0000,0.0000,0.0037,11.0000,1.0000,
1094,kushreport.com,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,218.0000,
1095,la4israel.org/wordpress,0.0279,0.0006,1248.5349,147.0000,0.0019,0.0000,0.1719,0.0197,0.0139,0.0114,0.0002,0.0021,0.0000,0.0262,39.0000,0.0006,1.6416,0.1791,266.6614,0.0020,3.0000,0.0000,0.0000,0.0141,42.0000,1.0000,
1096,ladymac.com,0.0000,0.0000,0.0000,25.0000,0.0019,0.0000,0.1634,0.0127,0.0089,0.0073,0.0205,0.0007,0.0000,0.0000,0.0000,0.0012,3.2756,0.2259,336.4110,0.0128,19.0000,0.0000,0.0000,0.0064,19.0000,1.0000,
1097,lahargis.blogspot.com,0.0014,0.0000,0.0000,1.0000,0.0007,0.0000,0.5000,0.0015,0.0011,0.0009,0.0000,0.0021,0.0000,0.0013,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0007,2.0000,1.0000,
1098,lancehaun.com,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,219.0000,
1099,larsonreport.com,0.0023,0.0000,0.0000,1.0000,0.0007,0.0000,0.2500,0.0012,0.0009,0.0007,0.0000,0.0021,0.0000,0.0013,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0007,2.0000,1.0000,
1100,lashawnbarber.blogspot.com,0.0032,0.0000,0.0000,2.0000,0.0007,0.0000,0.2222,0.0020,0.0014,0.0012,0.0000,0.0021,0.0000,0.0020,3.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010,3.0000,1.0000,
1101,lashawnbarber.com,0.0662,0.0163,36135.5547,3425.0000,0.0019,0.0000,0.0888,0.0787,0.0557,0.0456,0.0814,0.0021,0.0000,0.0705,105.0000,0.0014,3.8181,0.2990,445.2694,0.0758,113.0000,0.0296,44.0000,0.0732,218.0000,1.0000,
1102,laughatliberals.com,0.0017,0.0000,13.9320,0.0000,0.0019,0.0000,0.0000,0.0016,0.0011,0.0009,0.0016,0.0021,0.0000,0.0013,2.0000,0.0003,0.7963,0.2142,318.9018,0.0007,1.0000,0.0000,0.0000,0.0010,3.0000,1.0000,
1103,laughingwolf.net,0.0050,0.0002,551.7112,208.0000,0.0019,0.0000,0.1816,0.0311,0.0220,0.0180,0.0480,0.0021,0.0000,0.0040,6.0000,0.0014,3.6604,0.2517,374.7687,0.0329,49.0000,0.0013,2.0000,0.0185,55.0000,1.0000,
1104,lawguy.blogspot.com,0.0045,0.0002,494.5504,171.0000,0.0019,0.0000,0.1985,0.0358,0.0253,0.0208,0.0568,0.0021,0.0000,0.0040,6.0000,0.0013,3.6046,0.2698,401.7694,0.0268,40.0000,0.0013,2.0000,0.0154,46.0000,1.0000,
1105,valuerightnews.blogspot.com,0.0054,0.0001,114.0727,11.0000,0.0019,0.0000,0.2292,0.0043,0.0030,0.0025,0.0035,0.0021,0.0000,0.0067,10.0000,0.0008,2.2026,0.2246,334.4688,0.0034,5.0000,0.0013,2.0000,0.0050,15.0000,1.0000,
1106,leftcoastconservative.blogspot.com,0.0005,0.0005,1103.2385,17.0000,0.0019,0.0000,0.1406,0.0097,0.0069,0.0056,0.0160,0.0021,0.0000,0.0007,1.0000,0.0012,3.1381,0.2382,354.6688,0.0101,15.0000,0.0000,0.0000,0.0054,16.0000,1.0000,
1107,leftnuts.com/runcms/modules/news,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,220.0000,
1108,legendgames.net/myblog.asp,0.0043,0.0025,5439.2310,181.0000,0.0019,0.0000,0.0998,0.0284,0.0201,0.0165,0.0345,0.0021,0.0000,0.0067,10.0000,0.0014,3.7030,0.2873,427.7337,0.0403,60.0000,0.0013,2.0000,0.0235,70.0000,1.0000,
1109,libertarianjackass.blogspot.com,0.0007,0.0005,1154.7542,10.0000,0.0019,0.0000,0.3911,0.0189,0.0134,0.0110,0.0298,0.0021,0.0000,0.0013,2.0000,0.0011,3.0689,0.2190,326.1608,0.0094,14.0000,0.0000,0.0000,0.0054,16.0000,1.0000,
1110,life.laptoplobbyist.com,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,221.0000,
1111,literatevalues.org/virtue.htm,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,222.0000,
1112,littlegreenfootballs.com/weblog,0.1231,0.0131,28963.8828,4194.0000,0.0019,0.0000,0.0791,0.0944,0.0668,0.0548,0.0325,0.0021,0.0000,0.1215,181.0000,0.0013,3.4050,0.2629,391.4025,0.0181,27.0000,0.0054,8.0000,0.0698,208.0000,1.0000,
1113,littlegreenfootballs.com/weblog/weblog.php,0.0000,0.0000,0.0000,30.0000,0.0019,0.0000,0.1712,0.0185,0.0131,0.0107,0.0303,0.0007,0.0000,0.0000,0.0000,0.0013,3.4168,0.2377,353.8682,0.0168,25.0000,0.0000,0.0000,0.0084,25.0000,1.0000,
1114,littletinylies.com,0.0084,0.0000,5.8385,10.0000,0.0019,0.0000,0.2100,0.0066,0.0047,0.0038,0.0014,0.0021,0.0000,0.0054,8.0000,0.0005,1.3282,0.1669,248.5787,0.0013,2.0000,0.0000,0.0000,0.0034,10.0000,1.0000,
1115,livejournal.com/users/bambenek,0.0000,0.0000,0.0000,31.0000,0.0019,0.0000,0.1975,0.0150,0.0106,0.0087,0.0244,0.0007,0.0000,0.0000,0.0000,0.0012,3.3041,0.2502,372.6024,0.0134,20.0000,0.0000,0.0000,0.0067,20.0000,1.0000,
1116,livinginbabylon.blogspot.com,0.0010,0.0000,0.4871,2.0000,0.0019,0.0000,0.3333,0.0022,0.0015,0.0013,0.0039,0.0021,0.0000,0.0013,2.0000,0.0006,1.6846,0.2161,321.8185,0.0020,3.0000,0.0013,2.0000,0.0017,5.0000,1.0000,
1117,lonewacko.com,0.0000,0.0000,0.0000,42.0000,0.0019,0.0000,0.1760,0.0342,0.0242,0.0199,0.0567,0.0007,0.0000,0.0000,0.0000,0.0013,3.4348,0.2742,408.3334,0.0174,26.0000,0.0000,0.0000,0.0087,26.0000,1.0000,
1118,longdukdong44.blogspot.com,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,223.0000,
1119,loosecoin.blogspot.com,0.0000,0.0000,0.0000,1.0000,0.0019,0.0000,0.5000,0.0010,0.0007,0.0006,0.0016,0.0007,0.0000,0.0000,0.0000,0.0005,1.3290,0.1666,248.1289,0.0013,2.0000,0.0000,0.0000,0.0007,2.0000,1.0000,
1120,louisville.edu/~bebusc02/blog/notarobot.html,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,224.0000,
1121,lt-smash.us,0.0508,0.0001,150.8473,242.0000,0.0019,0.0000,0.1239,0.0333,0.0235,0.0193,0.0045,0.0021,0.0000,0.0383,57.0000,0.0007,1.9561,0.1938,288.5603,0.0027,4.0000,0.0000,0.0000,0.0205,61.0000,1.0000,
1122,lucianne.com,0.0243,0.0000,0.0000,70.0000,0.0007,0.0000,0.1065,0.0167,0.0118,0.0097,0.0000,0.0021,0.0000,0.0242,36.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0121,36.0000,1.0000,
1123,luxeword.com,0.0074,0.0001,195.2575,16.0000,0.0019,0.0000,0.2188,0.0094,0.0066,0.0055,0.0082,0.0021,0.0000,0.0081,12.0000,0.0008,2.2067,0.2372,353.1522,0.0034,5.0000,0.0000,0.0000,0.0057,17.0000,1.0000,
1124,madanthony.org,0.0019,0.0000,22.3908,4.0000,0.0019,0.0000,0.3056,0.0043,0.0030,0.0025,0.0052,0.0021,0.0000,0.0027,4.0000,0.0006,1.7032,0.1983,295.2440,0.0020,3.0000,0.0000,0.0000,0.0023,7.0000,1.0000,
1125,made4theinternet.blogspot.com,0.0020,0.0002,448.6700,105.0000,0.0019,0.0000,0.1558,0.0315,0.0223,0.0183,0.0514,0.0021,0.0000,0.0020,3.0000,0.0013,3.6237,0.2724,405.6527,0.0289,43.0000,0.0013,2.0000,0.0154,46.0000,1.0000,
1126,madtechspeaks.blogspot.com,0.0077,0.0014,3063.9646,25.0000,0.0019,0.0000,0.1717,0.0078,0.0055,0.0045,0.0066,0.0021,0.0000,0.0067,10.0000,0.0011,3.0752,0.2394,356.4024,0.0094,14.0000,0.0020,3.0000,0.0081,24.0000,1.0000,
1127,magnificentfreedom.us,0.0000,0.0000,0.0000,1.0000,0.0019,0.0000,0.1200,0.0025,0.0018,0.0015,0.0050,0.0007,0.0000,0.0000,0.0000,0.0008,2.2091,0.1533,228.2663,0.0034,5.0000,0.0000,0.0000,0.0017,5.0000,1.0000,
1128,manifestcontent.net,0.0020,0.0000,59.9946,9.0000,0.0019,0.0000,0.2722,0.0107,0.0075,0.0062,0.0158,0.0021,0.0000,0.0020,3.0000,0.0011,2.9738,0.2431,361.9523,0.0081,12.0000,0.0013,2.0000,0.0050,15.0000,1.0000,
1129,mantic.squarespace.com,0.0008,0.0000,0.0000,1.0000,0.0019,0.0000,0.5000,0.0016,0.0011,0.0009,0.0026,0.0021,0.0000,0.0007,1.0000,0.0005,1.3273,0.2179,324.4685,0.0013,2.0000,0.0000,0.0000,0.0010,3.0000,1.0000,
1130,mariestwocents.blogspot.com,0.0036,0.0000,70.9547,16.0000,0.0019,0.0000,0.1972,0.0065,0.0046,0.0038,0.0091,0.0021,0.0000,0.0040,6.0000,0.0012,3.1750,0.2362,351.6356,0.0107,16.0000,0.0034,5.0000,0.0074,22.0000,1.0000,
1131,markheimonen.blogspot.com,0.0013,0.0001,134.3922,154.0000,0.0019,0.0000,0.0918,0.0475,0.0336,0.0275,0.0599,0.0021,0.0000,0.0007,1.0000,0.0014,3.7367,0.2520,375.1660,0.0450,67.0000,0.0000,0.0000,0.0228,68.0000,1.0000,
1132,markmeador.blogspot.com,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,225.0000,
1133,marknicodemo.blogspot.com,0.0043,0.0001,138.3012,25.0000,0.0019,0.0000,0.0885,0.0107,0.0076,0.0062,0.0134,0.0021,0.0000,0.0040,6.0000,0.0012,3.3335,0.2435,362.5356,0.0141,21.0000,0.0020,3.0000,0.0091,27.0000,1.0000,
1134,marksteyn.com,0.0209,0.0000,0.0000,21.0000,0.0007,0.0000,0.0832,0.0140,0.0099,0.0081,0.0000,0.0021,0.0000,0.0195,29.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0097,29.0000,1.0000,
1135,martinipundit.com,0.0066,0.0022,4898.0718,1110.0000,0.0019,0.0000,0.1515,0.0514,0.0364,0.0298,0.0716,0.0021,0.0000,0.0074,11.0000,0.0014,3.7828,0.2847,423.8694,0.0577,86.0000,0.0034,5.0000,0.0326,97.0000,1.0000,
1136,martydee.com/poligov,0.0019,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0012,0.0009,0.0007,0.0000,0.0021,0.0000,0.0013,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0007,2.0000,1.0000,
1137,marylandpolitics.blogspot.com,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,226.0000,
1138,masononline.biz,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,227.0000,
1139,matthewstinson.com/blog,0.0097,0.0000,0.0000,7.0000,0.0007,0.0000,0.3500,0.0072,0.0051,0.0042,0.0000,0.0021,0.0000,0.0067,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0034,10.0000,1.0000,
1140,mattresspolice.com,0.0000,0.0000,0.0000,14.0000,0.0019,0.0000,0.1289,0.0157,0.0111,0.0091,0.0290,0.0007,0.0000,0.0000,0.0000,0.0012,3.1314,0.2083,310.0938,0.0101,15.0000,0.0000,0.0000,0.0050,15.0000,1.0000,
1141,maybeithinktoomuch.com,0.0037,0.0000,109.2505,17.0000,0.0019,0.0000,0.1903,0.0085,0.0060,0.0049,0.0092,0.0021,0.0000,0.0034,5.0000,0.0011,3.0330,0.2167,322.6608,0.0087,13.0000,0.0000,0.0000,0.0060,18.0000,1.0000,
1142,mc256.blogspot.com,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,228.0000,
1143,mcpheet.com,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,229.0000,
1144,mdcbowen.org/cobb,0.0070,0.0001,150.7568,20.0000,0.0019,0.0000,0.1852,0.0084,0.0059,0.0049,0.0066,0.0021,0.0000,0.0060,9.0000,0.0011,2.9615,0.2147,319.6274,0.0081,12.0000,0.0020,3.0000,0.0070,21.0000,1.0000,
1145,meckz.net,0.0017,0.0000,0.0000,1.0000,0.0007,0.0000,0.2500,0.0015,0.0011,0.0009,0.0000,0.0021,0.0000,0.0013,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0007,2.0000,1.0000,
1146,mementomoron.blogspot.com,0.0027,0.0001,304.1478,11.0000,0.0019,0.0000,0.1276,0.0049,0.0034,0.0028,0.0067,0.0021,0.0000,0.0034,5.0000,0.0011,2.9710,0.2303,342.9688,0.0081,12.0000,0.0013,2.0000,0.0057,17.0000,1.0000,
1147,mercreport.blogspot.com,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,230.0000,
1148,messopotamian.blogspot.com,0.0226,0.0000,0.0000,37.0000,0.0007,0.0000,0.1175,0.0164,0.0116,0.0095,0.0000,0.0021,0.0000,0.0221,33.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0111,33.0000,1.0000,
1149,metallicity.com/mb.asp,0.0008,0.0000,2.6207,5.0000,0.0019,0.0000,0.3611,0.0072,0.0051,0.0042,0.0122,0.0021,0.0000,0.0007,1.0000,0.0009,2.3842,0.2341,348.6188,0.0040,6.0000,0.0000,0.0000,0.0023,7.0000,1.0000,
1150,mhking.mu.nu,0.0278,0.0009,2009.7543,399.0000,0.0019,0.0000,0.1631,0.0335,0.0237,0.0195,0.0305,0.0021,0.0000,0.0289,43.0000,0.0013,3.4871,0.2572,383.0192,0.0201,30.0000,0.0054,8.0000,0.0245,73.0000,1.0000,
1151,michaelsavagelistener.blog-city.com,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,231.0000,
1152,michaeltotten.com,0.0453,0.0011,2464.2820,690.0000,0.0019,0.0000,0.1751,0.0549,0.0388,0.0318,0.0556,0.0021,0.0000,0.0295,44.0000,0.0013,3.5667,0.2425,361.0324,0.0248,37.0000,0.0060,9.0000,0.0272,81.0000,1.0000,
1153,michellemalkin.com,0.1243,0.0142,31411.4980,3337.0000,0.0019,0.0000,0.0627,0.0965,0.0683,0.0560,0.0431,0.0021,0.0000,0.1342,200.0000,0.0013,3.4102,0.2550,379.7162,0.0188,28.0000,0.0094,14.0000,0.0765,228.0000,1.0000,
1154,midwestrightwingers.blogspot.com,0.0028,0.0001,213.9940,17.0000,0.0019,0.0000,0.1385,0.0067,0.0047,0.0039,0.0085,0.0021,0.0000,0.0034,5.0000,0.0012,3.2416,0.2440,363.3024,0.0121,18.0000,0.0027,4.0000,0.0077,23.0000,1.0000,
1155,mikesamerica.blogspot.com,0.0000,0.0000,0.0000,0.0000,0.0019,0.0000,0.0000,0.0032,0.0023,0.0019,0.0059,0.0007,0.0000,0.0000,0.0000,0.0008,2.2093,0.1783,265.4439,0.0034,5.0000,0.0000,0.0000,0.0017,5.0000,1.0000,
1156,millers_time.typepad.com,0.0035,0.0000,0.0000,2.0000,0.0007,0.0000,0.3600,0.0027,0.0019,0.0016,0.0000,0.0021,0.0000,0.0034,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0017,5.0000,1.0000,
1157,mindspring.com/~gsb3/blogger.html,0.0008,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0010,0.0007,0.0006,0.0000,0.0021,0.0000,0.0007,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0003,1.0000,1.0000,
1158,mobile.blogcastlive.com,0.0048,0.0000,0.0000,5.0000,0.0007,0.0000,0.3469,0.0037,0.0026,0.0021,0.0000,0.0021,0.0000,0.0047,7.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0023,7.0000,1.0000,
1159,moorewatch.com,0.0138,0.0000,16.9210,19.0000,0.0007,0.0000,0.0343,0.0077,0.0054,0.0044,0.0004,0.0022,0.0000,0.0181,27.0000,0.0000,0.0182,0.0007,1.0000,0.0007,1.0000,0.0000,0.0000,0.0094,28.0000,1.0000,
1160,mostlycajun.com,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0003,0.0002,0.0002,0.0000,0.0021,0.0000,0.0007,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0003,1.0000,1.0000,
1161,motgs.com,0.0040,0.0001,174.8648,253.0000,0.0019,0.0000,0.2374,0.0327,0.0231,0.0190,0.0494,0.0021,0.0000,0.0034,5.0000,0.0013,3.6089,0.2651,394.7360,0.0275,41.0000,0.0013,2.0000,0.0154,46.0000,1.0000,
1162,mtvirtus.blogspot.com,0.0046,0.0005,1005.8175,154.0000,0.0019,0.0000,0.2005,0.0335,0.0237,0.0194,0.0544,0.0021,0.0000,0.0040,6.0000,0.0013,3.6294,0.2616,389.5692,0.0295,44.0000,0.0034,5.0000,0.0168,50.0000,1.0000,
1163,mudandphud.blogspot.com,0.0060,0.0002,484.5427,77.0000,0.0019,0.0000,0.1661,0.0218,0.0154,0.0126,0.0318,0.0021,0.0000,0.0060,9.0000,0.0013,3.5192,0.2590,385.6360,0.0215,32.0000,0.0047,7.0000,0.0138,41.0000,1.0000,
1164,mudvillegazette.com,0.0418,0.0011,2372.4287,441.0000,0.0019,0.0000,0.1194,0.0394,0.0279,0.0228,0.0278,0.0021,0.0000,0.0430,64.0000,0.0012,3.2258,0.2258,336.2014,0.0121,18.0000,0.0027,4.0000,0.0275,82.0000,1.0000,
1165,musicfromthebluelight.com/b,0.0009,0.0000,3.3329,1.0000,0.0019,0.0000,0.2500,0.0016,0.0012,0.0009,0.0029,0.0021,0.0000,0.0013,2.0000,0.0007,1.9603,0.2160,321.6185,0.0027,4.0000,0.0013,2.0000,0.0020,6.0000,1.0000,
1166,mwilliams.info,0.0105,0.0002,387.6032,86.0000,0.0019,0.0000,0.2289,0.0235,0.0166,0.0136,0.0344,0.0021,0.0000,0.0074,11.0000,0.0013,3.4133,0.2350,349.9184,0.0168,25.0000,0.0040,6.0000,0.0121,36.0000,1.0000,
1167,my2cent.blogspot.com,0.0018,0.0000,16.2118,8.0000,0.0019,0.0000,0.1563,0.0038,0.0027,0.0022,0.0054,0.0021,0.0000,0.0020,3.0000,0.0009,2.3804,0.1881,280.0688,0.0040,6.0000,0.0000,0.0000,0.0030,9.0000,1.0000,
1168,myaisling.blogspot.com,0.0000,0.0000,0.0000,10.0000,0.0019,0.0000,0.2422,0.0139,0.0098,0.0080,0.0221,0.0007,0.0000,0.0000,0.0000,0.0012,3.2105,0.2185,325.4108,0.0114,17.0000,0.0000,0.0000,0.0057,17.0000,1.0000,
