,Music,Slow songs or fast songs,Dance,Folk,Country,Classical music,Musical,Pop,Rock,Metal or Hardrock,Punk,"Hiphop, Rap","Reggae, Ska","Swing, Jazz",Rock n roll,Alternative,Latino,"Techno, Trance",Opera,Movies,Horror,Thriller,Comedy,Romantic,Sci-fi,War,Fantasy/Fairy tales,Animated,Documentary,Western,Action,History,Psychology,Politics,Mathematics,Physics,Internet,PC,Economy Management,Biology,Chemistry,Reading,Geography,Foreign languages,Medicine,Law,Cars,Art exhibitions,Religion,"Countryside, outdoors",Dancing,Musical instruments,Writing,Passive sport,Active sport,Gardening,Celebrities,Shopping,Science and technology,Theatre,Fun with friends,Adrenaline sports,Pets,Flying,Storm,Darkness,Heights,Spiders,Snakes,Rats,Ageing,Dangerous dogs,Fear of public speaking,Smoking,Alcohol,Healthy eating,Daily events,Prioritising workload,Writing notes,Workaholism,Thinking ahead,Final judgement,Reliability,Keeping promises,Loss of interest,Friends versus money,Funniness,Fake,Criminal damage,Decision making,Elections,Self-criticism,Judgment calls,Hypochondria,Empathy,Eating to survive,Giving,Compassion to animals,Borrowed stuff,Loneliness,Cheating in school,Health,Changing the past,God,Dreams,Charity,Number of friends,Punctuality,Lying,Waiting,New environment,Mood swings,Appearence and gestures,Socializing,Achievements,Responding to a serious letter,Children,Assertiveness,Getting angry,Knowing the right people,Public speaking,Unpopularity,Life struggles,Happiness in life,Energy levels,Small - big dogs,Personality,Finding lost valuables,Getting up,Interests or hobbies,Parents' advice,Questionnaires or polls,Internet usage,Finances,Shopping centres,Branded clothing,Entertainment spending,Spending on looks,Spending on gadgets,Spending on healthy eating,Age,Height,Weight,Number of siblings,Gender,Left - right handed,Education,Only child,Village - town,House - block of flats,never smoked,tried smoking,former smoker,current smoker,Miss Smoking Data
751,5.0,3.0,2.0,4.0,1.0,5.0,5.0,5.0,5.0,3.0,4.0,1.0,2.0,3.0,3.0,3.0,4.0,2.0,5.0,5.0,2.0,2.0,5.0,5.0,5.0,1.0,4.0,2.0,3.0,1.0,5.0,2.0,2.0,1.0,1.0,1.0,5.0,2.0,1.0,1.0,1.0,5.0,3.0,4.0,2.0,2.0,1.0,5.0,2.0,5.0,2.0,5.0,2.0,1.0,2.0,1.0,5.0,5.0,2.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,3.0,1.0,4.0,tried smoking,social drinker,2.0,4.0,2.0,5.0,2.0,3.0,5.0,5.0,4.0,5.0,3.0,3.0,4.0,1.0,5.0,5.0,5.0,4.0,1.0,5.0,2,2.0,2.0,5.0,3.0,4.0,3.0,4.0,5.0,2,1.0,2,i am often early,everytime it suits me,5.0,5.0,5.0,4.0,4.0,3.0,4.0,5.0,4.0,1.0,3.0,4.0,4.0,4.0,2.0,3.0,1.0,2.0,1.0,4.0,5.0,4.0,2.0,few hours a day,4.0,4.0,2.0,4.0,4.0,1,1.0,21.0,168.0,49.0,1.0,female,right handed,secondary school,no,city,block of flats,0,1,0,0,0
752,5.0,4.0,5.0,2.0,1.0,3.0,4.0,5.0,3.0,1.0,3.0,4.0,2.0,4.0,2.0,2.0,5.0,4.0,2.0,4.0,1.0,2.0,4.0,5.0,1.0,4.0,3.0,3.0,2.0,1.0,2.0,3.0,5.0,1.0,3.0,1.0,4.0,2.0,4.0,5.0,4.0,1.0,1.0,5.0,4.0,4.0,1.0,3.0,2.0,1.0,5.0,1.0,1.0,2.0,3.0,2.0,5.0,5.0,4.0,4.0,5.0,2.0,1.0,2.0,5.0,4.0,1.0,2.0,4,5.0,4.0,5.0,4.0,tried smoking,social drinker,3.0,3.0,5.0,4.0,3.0,4.0,4.0,5.0,5.0,2.0,4.0,2.0,1.0,2.0,4.0,1.0,4.0,4.0,4.0,4.0,2,3.0,3.0,4.0,2.0,2.0,4.0,4.0,5.0,3,2.0,4,i am often early,sometimes,2.0,1.0,5.0,4.0,2.0,3.0,4.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0,1.0,3.0,2.0,2.0,3.0,4.0,2.0,few hours a day,1.0,5.0,4.0,3.0,5.0,2,3.0,21.0,162.0,51.0,3.0,female,right handed,college/bachelor degree,no,village,house/bungalow,0,1,0,0,0
753,5.0,3.0,3.0,2.0,2.0,4.0,3.0,3.0,4.0,2.0,2.0,1.0,3.0,2.0,5.0,5.0,3.0,1.0,2.0,5.0,2.0,2.0,4.0,3.0,2.0,4.0,5.0,5.0,4.0,2.0,2.0,4.0,4.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,5.0,3.0,5.0,3.0,1.0,1.0,2.0,3.0,5.0,4.0,5.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,4.0,5.0,2.0,5.0,2.0,2.0,2.0,3.0,2.0,4,2.0,3.0,2.0,3.0,tried smoking,social drinker,2.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,4.0,1.0,5.0,3.0,2.0,2.0,2.0,5.0,5.0,4.0,2.0,4.0,1,3.0,2.0,5.0,2.0,5.0,4.0,4.0,5.0,3,1.0,3,i am often running late,sometimes,4.0,3.0,3.0,3.0,2.0,3.0,3.0,5.0,3.0,2.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,5.0,3.0,3.0,1.0,few hours a day,2.0,2.0,3.0,5.0,2.0,1,2.0,19.0,171.0,49.0,3.0,female,right handed,secondary school,no,village,house/bungalow,0,1,0,0,0
754,4.0,4.0,2.0,1.0,3.0,2.0,1.0,4.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,5.0,3.0,2.0,2.0,4.0,2.0,5.0,3.0,2.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,2.0,4.0,4.0,5.0,2.0,2.0,4.0,3.0,4.0,3.0,3.0,3.0,2.0,4.0,4.0,2.0,3.0,2.0,4.0,2.0,5.0,4.0,2.0,3.0,2.0,1.0,1.0,2.0,2,2.0,1.0,1.0,1.0,former smoker,drink a lot,3.0,3.0,2.0,2.0,2.0,4.0,2.0,4.0,4.0,1.0,4.0,4.0,1.0,1.0,4.0,1.0,3.0,4.0,1.0,3.0,1,2.0,1.0,2.0,1.0,5.0,1.0,1.0,4.0,3,1.0,5,i am often running late,never,5.0,5.0,2.0,2.0,4.0,2.0,1.0,2.0,3.0,2.0,3.0,1.0,3.0,1.0,5.0,5.0,5.0,4.0,2.0,4.0,5.0,1.0,1.0,few hours a day,1.0,2.0,3.0,5.0,4.0,4,2.0,26.0,186.0,98.0,1.0,male,right handed,college/bachelor degree,yes,city,house/bungalow,0,0,1,0,0
755,5.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,5.0,5.0,4.0,1.0,4.0,4.0,5.0,2.0,3.0,1.0,1.0,5.0,4.0,5.0,5.0,4.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,3.0,3.0,4.0,4.0,5.0,4.0,3.0,4.0,,5.0,4.0,5.0,5.0,1.0,1.0,1.0,1.0,4.0,3.0,1.0,4.0,1.0,5.0,1.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,3.0,4.0,4.0,3.0,1.0,3,3.0,4.0,3.0,4.0,tried smoking,social drinker,5.0,3.0,,5.0,3.0,3.0,1.0,5.0,5.0,5.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,1.0,3.0,3,3.0,5.0,,3.0,4.0,4.0,1.0,3.0,3,2.0,3,i am always on time,only to avoid hurting someone,3.0,3.0,3.0,4.0,3.0,3.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,5.0,3.0,4.0,5.0,3.0,3.0,1.0,3.0,3.0,3.0,few hours a day,3.0,3.0,3.0,3.0,3.0,4,5.0,26.0,172.0,80.0,1.0,female,right handed,masters degree,no,city,block of flats,0,1,0,0,0
756,5.0,4.0,3.0,,4.0,,3.0,4.0,5.0,5.0,5.0,2.0,5.0,3.0,4.0,4.0,3.0,4.0,2.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,3.0,3.0,3.0,5.0,5.0,3.0,3.0,3.0,5.0,4.0,4.0,2.0,2.0,3.0,2.0,3.0,5.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,4.0,4.0,2.0,5.0,3.0,5.0,2.0,1.0,2.0,2.0,1.0,2,1.0,3.0,2.0,1.0,former smoker,drink a lot,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,2.0,3.0,2,3.0,5.0,4.0,2.0,5.0,5.0,3.0,5.0,3,3.0,4,i am often running late,everytime it suits me,2.0,4.0,3.0,5.0,5.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,2.0,3.0,1.0,3.0,3.0,4.0,3.0,few hours a day,4.0,4.0,3.0,4.0,4.0,4,4.0,25.0,183.0,84.0,2.0,male,right handed,secondary school,no,city,block of flats,0,0,1,0,0
757,5.0,3.0,5.0,3.0,3.0,5.0,5.0,2.0,3.0,1.0,2.0,5.0,5.0,5.0,3.0,2.0,5.0,5.0,3.0,5.0,1.0,3.0,3.0,5.0,1.0,5.0,2.0,3.0,5.0,3.0,2.0,2.0,4.0,1.0,1.0,4.0,4.0,1.0,2.0,5.0,5.0,3.0,3.0,5.0,5.0,1.0,1.0,4.0,5.0,1.0,5.0,1.0,1.0,4.0,5.0,1.0,2.0,4.0,5.0,4.0,5.0,5.0,4.0,1.0,2.0,5.0,2.0,2.0,4,4.0,2.0,4.0,4.0,former smoker,drink a lot,3.0,2.0,3.0,4.0,5.0,1.0,1.0,2.0,4.0,2.0,5.0,2.0,2.0,2.0,5.0,1.0,5.0,5.0,2.0,4.0,4,3.0,4.0,5.0,3.0,5.0,3.0,1.0,5.0,3,1.0,5,i am often running late,sometimes,2.0,5.0,2.0,5.0,2.0,4.0,3.0,5.0,5.0,1.0,4.0,5.0,3.0,2.0,5.0,5.0,3.0,3.0,3.0,5.0,4.0,3.0,1.0,few hours a day,4.0,4.0,4.0,5.0,4.0,2,4.0,19.0,159.0,52.0,3.0,female,right handed,college/bachelor degree,no,village,house/bungalow,0,0,1,0,0
758,5.0,5.0,4.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,5.0,1.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,4.0,2.0,5.0,2.0,2.0,1.0,3.0,4.0,4.0,5.0,3.0,2.0,3.0,1.0,3.0,4.0,2.0,1.0,5.0,1.0,1.0,4.0,1.0,1.0,1.0,5.0,5.0,3.0,1.0,4.0,5.0,2.0,3.0,4.0,4.0,1.0,2.0,2.0,2.0,2.0,5,3.0,1.0,3.0,3.0,never smoked,social drinker,3.0,1.0,5.0,5.0,3.0,3.0,1.0,2.0,3.0,3.0,3.0,5.0,1.0,5.0,5.0,3.0,3.0,3.0,3.0,3.0,3,3.0,5.0,5.0,3.0,4.0,4.0,3.0,1.0,3,1.0,2,i am often early,only to avoid hurting someone,2.0,1.0,3.0,3.0,3.0,2.0,1.0,4.0,3.0,5.0,3.0,5.0,1.0,3.0,3.0,4.0,3.0,4.0,1.0,2.0,3.0,3.0,3.0,few hours a day,3.0,4.0,3.0,3.0,3.0,3,3.0,20.0,197.0,100.0,1.0,male,right handed,college/bachelor degree,no,village,house/bungalow,1,0,0,0,0
759,5.0,3.0,5.0,4.0,3.0,5.0,5.0,5.0,4.0,3.0,3.0,3.0,3.0,4.0,5.0,4.0,4.0,2.0,5.0,5.0,1.0,3.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,3.0,5.0,5.0,4.0,2.0,4.0,2.0,3.0,3.0,1.0,,5.0,5.0,4.0,3.0,5.0,2.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,3.0,4.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,2.0,2.0,3.0,2.0,5,2.0,3.0,2.0,2.0,tried smoking,social drinker,4.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,2.0,4.0,3.0,1.0,3.0,3.0,2.0,3.0,3.0,2.0,5.0,3,5.0,5.0,4.0,4.0,3.0,4.0,3.0,4.0,4,3.0,5,i am often early,sometimes,3.0,3.0,3.0,3.0,3.0,4.0,4.0,5.0,3.0,3.0,4.0,3.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,5.0,4.0,4.0,few hours a day,4.0,4.0,3.0,4.0,2.0,2,3.0,18.0,192.0,91.0,0.0,male,right handed,secondary school,yes,village,block of flats,0,1,0,0,0
760,5.0,3.0,5.0,2.0,2.0,2.0,2.0,5.0,5.0,4.0,4.0,2.0,3.0,2.0,4.0,4.0,2.0,3.0,2.0,5.0,3.0,4.0,4.0,4.0,4.0,3.0,2.0,4.0,3.0,2.0,3.0,4.0,3.0,5.0,3.0,3.0,3.0,3.0,5.0,2.0,1.0,5.0,4.0,5.0,3.0,4.0,1.0,2.0,4.0,5.0,5.0,1.0,1.0,1.0,4.0,1.0,3.0,4.0,2.0,4.0,5.0,3.0,1.0,4.0,1.0,3.0,4.0,3.0,3,2.0,3.0,3.0,3.0,current smoker,social drinker,3.0,5.0,4.0,2.0,4.0,5.0,1.0,4.0,4.0,1.0,5.0,3.0,2.0,2.0,5.0,5.0,5.0,4.0,1.0,4.0,2,2.0,4.0,4.0,2.0,3.0,3.0,5.0,1.0,2,2.0,5,i am always on time,sometimes,4.0,4.0,2.0,3.0,4.0,2.0,4.0,4.0,5.0,3.0,4.0,5.0,3.0,3.0,5.0,4.0,3.0,3.0,2.0,2.0,5.0,3.0,3.0,few hours a day,4.0,4.0,2.0,4.0,4.0,3,3.0,25.0,167.0,49.0,1.0,female,right handed,college/bachelor degree,yes,city,house/bungalow,0,0,0,1,0
761,5.0,4.0,3.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,5.0,5.0,1.0,1.0,3.0,1.0,2.0,1.0,5.0,4.0,3.0,5.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,5.0,2.0,2.0,3.0,3.0,3.0,5.0,5.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,1.0,1.0,2.0,5.0,1.0,5.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,former smoker,drink a lot,3.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,5.0,5.0,5.0,2.0,4.0,1.0,4.0,1.0,5.0,1.0,3.0,2,1.0,3.0,4.0,1.0,5.0,3.0,1.0,2.0,3,1.0,5,i am often running late,sometimes,2.0,4.0,1.0,1.0,4.0,4.0,1.0,1.0,5.0,4.0,2.0,1.0,1.0,1.0,5.0,5.0,5.0,4.0,1.0,5.0,4.0,2.0,1.0,few hours a day,1.0,2.0,5.0,5.0,3.0,5,3.0,23.0,192.0,86.0,1.0,male,right handed,secondary school,no,city,block of flats,0,0,1,0,0
762,5.0,3.0,4.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,4.0,5.0,1.0,3.0,5.0,1.0,3.0,1.0,5.0,5.0,5.0,5.0,3.0,2.0,3.0,2.0,2.0,4.0,3.0,5.0,5.0,3.0,5.0,3.0,3.0,4.0,4.0,4.0,2.0,2.0,4.0,5.0,5.0,4.0,4.0,5.0,2.0,3.0,4.0,1.0,3.0,1.0,5.0,5.0,1.0,1.0,4.0,4.0,2.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,tried smoking,social drinker,5.0,5.0,5.0,2.0,5.0,4.0,2.0,5.0,5.0,1.0,4.0,5.0,1.0,1.0,3.0,5.0,1.0,5.0,1.0,5.0,1,3.0,5.0,5.0,1.0,3.0,5.0,1.0,4.0,3,2.0,5,i am always on time,only to avoid hurting someone,3.0,5.0,1.0,5.0,5.0,3.0,2.0,4.0,5.0,2.0,4.0,1.0,2.0,2.0,5.0,5.0,4.0,3.0,2.0,4.0,5.0,4.0,2.0,less than an hour a day,2.0,4.0,5.0,5.0,5.0,5,5.0,24.0,190.0,84.0,1.0,male,right handed,college/bachelor degree,yes,city,house/bungalow,0,1,0,0,0
763,5.0,3.0,3.0,2.0,1.0,3.0,3.0,3.0,5.0,3.0,5.0,1.0,1.0,3.0,3.0,4.0,1.0,3.0,3.0,5.0,2.0,3.0,4.0,3.0,4.0,4.0,2.0,5.0,5.0,2.0,3.0,5.0,2.0,3.0,1.0,1.0,3.0,3.0,1.0,3.0,1.0,5.0,,4.0,1.0,1.0,1.0,5.0,3.0,5.0,2.0,5.0,3.0,5.0,5.0,3.0,1.0,2.0,4.0,5.0,5.0,1.0,5.0,3.0,3.0,1.0,3.0,3.0,3,5.0,1.0,5.0,4.0,,never,4.0,5.0,3.0,3.0,4.0,3.0,3.0,4.0,5.0,1.0,5.0,3.0,1.0,3.0,5.0,5.0,5.0,3.0,3.0,5.0,1,5.0,5.0,4.0,3.0,3.0,4.0,5.0,3.0,3,3.0,3,i am often running late,only to avoid hurting someone,2.0,3.0,3.0,3.0,3.0,2.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,2.0,3.0,3.0,2.0,3.0,4.0,4.0,few hours a day,3.0,3.0,4.0,3.0,3.0,3,4.0,20.0,186.0,78.0,3.0,male,left handed,college/bachelor degree,no,village,block of flats,0,0,0,0,1
764,5.0,2.0,3.0,1.0,2.0,3.0,4.0,5.0,3.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,4.0,1.0,3.0,5.0,1.0,2.0,5.0,4.0,2.0,3.0,4.0,4.0,4.0,1.0,3.0,3.0,4.0,1.0,2.0,2.0,3.0,1.0,2.0,5.0,5.0,5.0,3.0,5.0,5.0,1.0,1.0,2.0,1.0,2.0,3.0,2.0,2.0,3.0,2.0,4.0,1.0,4.0,3.0,4.0,5.0,1.0,2.0,1.0,2.0,2.0,3.0,5.0,5,5.0,4.0,5.0,4.0,never smoked,social drinker,2.0,1.0,4.0,3.0,4.0,4.0,2.0,4.0,5.0,1.0,5.0,3.0,2.0,2.0,5.0,4.0,5.0,4.0,1.0,4.0,3,2.0,4.0,4.0,2.0,2.0,4.0,4.0,1.0,3,2.0,3,i am always on time,sometimes,2.0,2.0,4.0,4.0,2.0,2.0,3.0,4.0,2.0,2.0,3.0,5.0,4.0,5.0,3.0,4.0,2.0,3.0,4.0,5.0,3.0,4.0,3.0,less than an hour a day,4.0,5.0,2.0,2.0,3.0,1,4.0,19.0,172.0,50.0,2.0,female,right handed,college/bachelor degree,no,village,house/bungalow,1,0,0,0,0
765,5.0,3.0,2.0,1.0,2.0,4.0,3.0,4.0,5.0,5.0,5.0,2.0,2.0,3.0,5.0,4.0,2.0,2.0,1.0,5.0,3.0,3.0,5.0,2.0,5.0,2.0,4.0,4.0,3.0,2.0,5.0,2.0,5.0,1.0,3.0,4.0,5.0,5.0,1.0,3.0,3.0,2.0,3.0,5.0,4.0,3.0,5.0,2.0,3.0,3.0,1.0,1.0,1.0,5.0,5.0,1.0,2.0,2.0,5.0,1.0,4.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,3.0,3.0,never smoked,social drinker,4.0,1.0,3.0,2.0,2.0,3.0,1.0,3.0,5.0,1.0,3.0,5.0,3.0,1.0,2.0,1.0,4.0,5.0,2.0,5.0,5,2.0,5.0,4.0,4.0,4.0,2.0,4.0,2.0,3,1.0,2,i am often early,sometimes,2.0,4.0,4.0,3.0,2.0,4.0,1.0,2.0,4.0,1.0,4.0,5.0,5.0,1.0,4.0,4.0,4.0,3.0,2.0,3.0,4.0,3.0,2.0,few hours a day,4.0,2.0,4.0,3.0,2.0,2,4.0,18.0,186.0,76.0,1.0,male,right handed,secondary school,no,village,house/bungalow,1,0,0,0,0
766,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,5.0,2.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,2.0,5.0,5.0,1.0,3.0,5.0,5.0,2.0,5.0,2.0,2.0,3.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,3.0,4.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,5,5.0,3.0,3.0,2.0,current smoker,drink a lot,4.0,4.0,3.0,5.0,4.0,4.0,3.0,5.0,4.0,4.0,5.0,4.0,2.0,4.0,4.0,2.0,4.0,4.0,3.0,4.0,5,5.0,5.0,3.0,2.0,5.0,5.0,5.0,5.0,5,5.0,2,i am often running late,sometimes,3.0,4.0,2.0,4.0,3.0,4.0,5.0,2.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,2.0,4.0,,1.0,2.0,5.0,2.0,most of the day,4.0,4.0,4.0,5.0,5.0,5,5.0,25.0,167.0,60.0,2.0,female,left handed,secondary school,no,city,block of flats,0,0,0,1,0
767,1.0,1.0,2.0,3.0,4.0,3.0,3.0,2.0,2.0,5.0,2.0,2.0,2.0,3.0,4.0,4.0,3.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,4.0,3.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,3.0,3.0,3.0,4.0,5.0,5.0,5.0,5.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,5.0,5.0,3.0,3.0,4,2.0,2.0,3.0,4.0,former smoker,never,3.0,4.0,,2.0,1.0,3.0,5.0,5.0,1.0,4.0,2.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3,2.0,2.0,2.0,1.0,5.0,2.0,4.0,4.0,3,,2,i am often running late,everytime it suits me,1.0,1.0,1.0,1.0,5.0,5.0,3.0,,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,1.0,2.0,5.0,3.0,2.0,3.0,1.0,few hours a day,3.0,3.0,3.0,3.0,3.0,3,3.0,22.0,179.0,78.0,2.0,male,left handed,masters degree,no,city,block of flats,0,0,1,0,0
768,4.0,3.0,3.0,1.0,2.0,3.0,1.0,4.0,3.0,2.0,2.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,4.0,5.0,5.0,5.0,3.0,1.0,3.0,3.0,3.0,3.0,1.0,5.0,3.0,3.0,3.0,2.0,2.0,4.0,4.0,5.0,2.0,2.0,1.0,3.0,3.0,2.0,4.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,1.0,4.0,3.0,4.0,1.0,1.0,2.0,3.0,4.0,5,4.0,2.0,3.0,4.0,current smoker,social drinker,1.0,3.0,3.0,4.0,2.0,4.0,1.0,5.0,5.0,3.0,3.0,3.0,1.0,2.0,2.0,4.0,3.0,3.0,1.0,3.0,1,3.0,4.0,5.0,3.0,3.0,3.0,3.0,1.0,3,2.0,3,i am always on time,only to avoid hurting someone,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,few hours a day,2.0,3.0,4.0,4.0,4.0,5,5.0,26.0,185.0,92.0,1.0,male,right handed,masters degree,no,city,block of flats,0,0,0,1,0
769,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2,2.0,2.0,2.0,2.0,never smoked,never,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3,3.0,3,i am always on time,never,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,less than an hour a day,4.0,4.0,4.0,4.0,4.0,4,4.0,19.0,167.0,63.0,0.0,female,right handed,secondary school,yes,city,block of flats,1,0,0,0,0
770,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,3.0,3.0,2.0,2.0,1.0,1.0,5.0,5.0,4.0,3.0,1.0,2.0,3.0,2.0,3.0,4.0,3.0,2.0,1.0,2.0,3.0,4.0,3.0,2.0,1.0,2.0,3.0,4.0,5.0,4.0,3.0,2.0,1.0,2.0,3.0,4.0,5.0,4.0,3.0,2.0,1.0,2.0,1.0,2.0,3.0,4.0,5.0,4,3.0,2.0,1.0,2.0,former smoker,social drinker,1.0,2.0,3.0,4.0,5.0,4.0,3.0,2.0,1.0,2.0,3.0,4.0,5.0,4.0,3.0,2.0,1.0,2.0,3.0,4.0,5,4.0,3.0,2.0,1.0,2.0,3.0,4.0,5.0,4,3.0,2,i am often early,only to avoid hurting someone,3.0,4.0,5.0,4.0,3.0,2.0,1.0,2.0,3.0,4.0,5.0,4.0,3.0,2.0,1.0,2.0,3.0,4.0,5.0,4.0,3.0,2.0,1.0,less than an hour a day,3.0,4.0,5.0,4.0,3.0,2,1.0,16.0,170.0,54.0,2.0,female,right handed,college/bachelor degree,no,city,house/bungalow,0,0,1,0,0
771,5.0,2.0,2.0,4.0,4.0,4.0,2.0,3.0,5.0,5.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,1.0,4.0,5.0,1.0,4.0,3.0,2.0,5.0,5.0,3.0,3.0,4.0,3.0,5.0,3.0,2.0,4.0,3.0,1.0,5.0,4.0,4.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,5.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,2.0,5.0,3.0,1.0,2.0,1.0,3.0,2.0,1.0,4,3.0,2.0,4.0,4.0,tried smoking,drink a lot,3.0,3.0,1.0,1.0,2.0,2.0,3.0,4.0,3.0,3.0,2.0,2.0,2.0,4.0,3.0,3.0,4.0,3.0,4.0,2.0,3,3.0,2.0,4.0,3.0,2.0,3.0,3.0,4.0,4,2.0,3,i am often running late,everytime it suits me,4.0,2.0,3.0,4.0,2.0,3.0,4.0,3.0,2.0,5.0,3.0,2.0,3.0,4.0,2.0,3.0,3.0,4.0,2.0,5.0,2.0,3.0,2.0,few hours a day,4.0,2.0,4.0,4.0,3.0,3,4.0,18.0,174.0,64.0,0.0,male,right handed,secondary school,yes,city,block of flats,0,1,0,0,0
